地区,年份,各省低空经济指数,全国通用航空机场数量（个）,飞行服务站数量（个）,通航企业总收入与 GDP 的比值（%）,低空经济领域上市公司总产值与GDP的比值（%）,低空经济产业增加值与 GDP 的比值（%）,持有有效运营合格证的无人机企业数量（个）,传统通航企业数量（个）,全行业注册无人机数量（个）,无人机行业专利申请数量（个）,通航企业的专业人员数量与就业人员总数的比值（%）
天津市,2016,0.3181248,9,1,0.616345592,0.073725422,0.730716759,1729,77,23489,3728,0.025501793
天津市,2017,0.317793,10,1,0.615956986,0.073708908,0.65103074,1541,48,36024,4326,0.022940569
天津市,2018,0.3474492,10,1,0.656817968,0.081464677,0.729886534,1999,322,35354,5560,0.027549247
天津市,2019,0.35334936,10,1,0.655121492,0.079068986,0.83662528,2016,177,25365,4648,0.029212401
天津市,2020,0.3609648,10,1,0.632783327,0.080164868,0.785369164,1873,276,29186,3729,0.027517378
天津市,2021,0.36547728,10,2,0.717139519,0.08360841,0.750745155,1463,258,41384,3744,0.030006207
天津市,2022,0.3639132,10,2,0.620326441,0.090101269,0.842022362,1880,354,37473,5688,0.027808687
天津市,2023,0.36809892,10,2,0.700259115,0.073879294,0.832032394,1831,286,35097,6078,0.03069314
天津市,2024,0.37414608,10,2,0.741283157,0.081838843,0.79506042,1599,324,33819,6080,0.027812416
河北省,1990,0.0891744,2,0,0.166809633,0.021322045,0.208155343,425,16,8514,1030,0.006784643
河北省,1991,0.10022628,2,0,0.167531568,0.021806232,0.240853773,445,17,9744,1387,0.007278432
河北省,1992,0.10526544,2,0,0.201835955,0.025657925,0.230173411,463,21,12327,1934,0.008610563
河北省,1993,0.1170078,2,0,0.222112006,0.02858325,0.250039818,691,23,12371,1246,0.009852224
河北省,1994,0.12519696,2,0,0.247793996,0.028189348,0.280328513,605,17,11187,1373,0.010368812
河北省,1995,0.1383984,3,0,0.260036754,0.030532763,0.321893919,601,26,14060,2360,0.010740111
河北省,1996,0.14349888,3,0,0.265037648,0.035285657,0.330169398,800,21,17087,1798,0.012155175
河北省,1997,0.15525216,4,0,0.307124998,0.03276985,0.348059818,911,16,15697,2779,0.011458718
河北省,1998,0.15284808,4,0,0.269629108,0.035553992,0.357343526,818,23,14616,1651,0.01169528
河北省,1999,0.15995112,4,0,0.296677337,0.036230528,0.380555705,733,31,14278,1822,0.011749095
河北省,2000,0.1687056,4,0,0.327513805,0.040675764,0.41634855,992,20,17450,1842,0.014231281
河北省,2001,0.183456,4,0,0.365860186,0.037654344,0.412473298,884,18,21700,2265,0.0154677
河北省,2002,0.18744264,4,0,0.357521843,0.044605725,0.418062692,755,20,20443,2341,0.014897941
河北省,2003,0.19495812,4,0,0.334476649,0.041740533,0.411527348,885,34,22670,2934,0.016600684
河北省,2004,0.2181312,4,0,0.402931953,0.048427308,0.52253329,1272,44,22266,4014,0.016663977
河北省,2005,0.227472,4,0,0.393397659,0.056394858,0.472095389,1003,39,19890,3979,0.018018382
河北省,2006,0.23342592,5,0,0.446730526,0.054224841,0.563221731,1270,42,19555,2932,0.018811795
河北省,2007,0.23376276,6,0,0.46089445,0.055045286,0.579299184,1289,46,24391,3678,0.01745206
河北省,2008,0.2364936,6,0,0.407793798,0.058775754,0.551987887,1150,35,15936,4082,0.018687049
河北省,2009,0.2479848,6,1,0.472377979,0.057792858,0.521698023,1267,46,24963,4542,0.020896971
河北省,2010,0.2766456,7,1,0.513952196,0.056225452,0.674365147,1336,34,17538,4162,0.021452285
河北省,2011,0.27534696,7,1,0.549996374,0.060338156,0.666711362,1510,54,26883,3360,0.022606379
河北省,2012,0.29266944,8,1,0.542072581,0.063553169,0.616098438,1593,41,19327,4569,0.022923543
河北省,2013,0.28338156,8,1,0.500017317,0.064184506,0.639507166,1363,56,22282,4852,0.02420038
河北省,2014,0.29591016,8,1,0.50172554,0.069324353,0.705893687,1289,56,20956,4105,0.023672813
河北省,2015,0.3082296,9,1,0.544323199,0.065421733,0.767168063,1444,57,28179,4081,0.024636352
河北省,2016,0.33264,9,1,0.59060232,0.076859798,0.726718608,1368,49,33360,5054,0.028276301
河北省,2017,0.33401676,9,2,0.613989608,0.076414684,0.694838365,1518,78,27037,4988,0.028524554
河北省,2018,0.35003472,9,2,0.673653486,0.081236058,0.780717439,1492,337,29980,4852,0.02973895
河北省,2019,0.34031088,9,2,0.584517967,0.080214678,0.804052516,1564,203,29474,3783,0.026422709
河北省,2020,0.345912,9,2,0.610073464,0.080270609,0.859193521,1880,177,33176,5827,0.026610022
河北省,2021,0.34553652,9,2,0.654031525,0.083047975,0.72683607,1805,251,38813,5217,0.028289569
河北省,2022,0.38494008,9,2,0.670783752,0.077488438,0.830816175,2156,273,30376,6651,0.032045712
河北省,2023,0.3886512,9,2,0.72216575,0.083832064,0.940497039,2001,220,26297,4930,0.032852131
河北省,2024,0.37004352,9,2,0.729861504,0.083000762,0.790116924,1572,344,28994,7128,0.029581808
山西省,1990,0.0873096,3,0,0.148371024,0.01803729,0.191269141,427,14,6231,914,0.006886233
山西省,1991,0.09686292,4,0,0.177129993,0.021345197,0.2028697,422,14,8133,1918,0.006936769
山西省,1992,0.101556,4,0,0.180478553,0.020980454,0.207321496,556,16,10018,1570,0.007656162
山西省,1993,0.11151504,4,0,0.213305969,0.024459151,0.27645136,464,17,8346,1270,0.008235864
山西省,1994,0.12823104,4,0,0.213970588,0.029852186,0.285839811,677,20,9537,2247,0.010425
山西省,1995,0.1287846,5,0,0.215259166,0.030446611,0.321336895,750,23,8722,1428,0.01035189
山西省,1996,0.13763904,5,0,0.233137594,0.028538767,0.306790538,633,24,11416,2212,0.011394546
山西省,1997,0.14564172,5,0,0.289293003,0.03178048,0.310864969,598,15,14413,2729,0.011536073
山西省,1998,0.1652616,5,0,0.330192677,0.041118739,0.404733921,896,19,11405,2580,0.013106661
山西省,1999,0.161595,5,0,0.311576706,0.039055896,0.392716249,646,27,11690,2081,0.012995239
山西省,2000,0.1720824,5,0,0.323761563,0.038562805,0.417385861,789,28,19547,1952,0.014045611
山西省,2001,0.17996328,5,0,0.339248779,0.038652513,0.425064269,939,23,19855,2060,0.013798813
山西省,2002,0.18561312,5,0,0.3449063,0.044876612,0.398446404,919,31,21472,2006,0.015298499
山西省,2003,0.19408872,5,0,0.343116509,0.043538952,0.434584053,971,23,15186,3030,0.015525989
山西省,2004,0.2028096,5,0,0.385723578,0.042041416,0.4254844,1210,23,12424,2912,0.015986032
山西省,2005,0.227493,5,0,0.379776814,0.05233704,0.560030893,1110,23,21879,2506,0.019468526
山西省,2006,0.22881768,5,0,0.440542679,0.055887574,0.469224975,1064,45,16274,2388,0.019493305
山西省,2007,0.24083892,5,0,0.41173019,0.053507183,0.578735925,1164,42,25278,3516,0.017373088
山西省,2008,0.25573296,5,0,0.429435311,0.057252216,0.60767266,1204,46,19232,4135,0.021369046
山西省,2009,0.26757024,5,0,0.491517612,0.059934396,0.62109742,1489,50,31643,4906,0.022235851
山西省,2010,0.2610216,6,0,0.45412538,0.061798169,0.605322141,1253,35,16377,4586,0.019003118
山西省,2011,0.27310752,6,0,0.526168948,0.055352067,0.659199621,1348,43,28072,5028,0.020582553
山西省,2012,0.26963328,6,0,0.526512906,0.066116777,0.652054161,1541,53,30714,4773,0.020399298
山西省,2013,0.29568924,6,0,0.528416384,0.063117825,0.597055713,1308,39,22173,3025,0.023890001
山西省,2014,0.31107552,7,0,0.546850026,0.070259517,0.688970062,1714,38,35265,3319,0.026495191
山西省,2015,0.3091116,7,0,0.586374401,0.06596287,0.726875927,1443,58,21816,5403,0.023274779
山西省,2016,0.32323536,7,0,0.599461524,0.071124709,0.679295271,1534,56,27342,5874,0.023706081
山西省,2017,0.33370596,7,0,0.594029979,0.068561558,0.692756888,1726,52,39670,3891,0.024136952
山西省,2018,0.3252648,8,0,0.625603474,0.065157045,0.761444897,1867,298,34262,6284,0.026311134
山西省,2019,0.35272692,8,0,0.621105076,0.083243553,0.852734965,2029,238,22927,3640,0.026183927
山西省,2020,0.3565296,8,0,0.639887442,0.080741476,0.815311889,1428,319,38768,6146,0.026409675
山西省,2021,0.37295076,8,0,0.679230356,0.082060356,0.767998853,1773,198,41599,6545,0.031454667
山西省,2022,0.35378784,8,1,0.702398585,0.088100248,0.878260623,1717,238,30313,6223,0.029340131
山西省,2023,0.3640896,8,2,0.633236769,0.090228685,0.804364949,1772,329,41216,4111,0.030943975
山西省,2024,0.404712,8,2,0.800250528,0.084337934,0.836398055,1786,268,30169,5466,0.032472935
内蒙古自治区,1990,0.0628656,1,0,0.118145418,0.014218627,0.129663443,296,10,6728,663,0.004811194
内蒙古自治区,1991,0.06746124,2,0,0.124715594,0.013504054,0.139293968,279,10,4826,730,0.005116742
内蒙古自治区,1992,0.0758016,2,0,0.13439371,0.016160143,0.189253855,385,13,5275,966,0.006400254
内蒙古自治区,1993,0.0779688,2,0,0.143382024,0.017848618,0.187561745,392,13,6203,1235,0.006231712
内蒙古自治区,1994,0.08788248,3,0,0.157119227,0.019857046,0.186491017,445,14,8078,1579,0.006526655
内蒙古自治区,1995,0.0890946,3,0,0.160619745,0.020881547,0.200004013,402,16,6985,1076,0.007164988
内蒙古自治区,1996,0.10307136,3,0,0.187534904,0.02396306,0.251880636,498,12,9788,1765,0.008466429
内蒙古自治区,1997,0.11041296,3,1,0.184341798,0.0272317,0.243339123,504,21,7240,1960,0.008380659
内蒙古自治区,1998,0.1149876,3,1,0.201853066,0.024741882,0.283254704,685,18,11169,1788,0.009316295
内蒙古自治区,1999,0.12519024,3,1,0.232186165,0.028031973,0.300838406,575,14,11502,2108,0.009679352
内蒙古自治区,2000,0.1337112,3,1,0.252959305,0.031591277,0.281689385,628,22,10993,2198,0.010975015
内蒙古自治区,2001,0.12836628,3,1,0.215372945,0.028780362,0.279376372,686,18,14542,1596,0.009864215
内蒙古自治区,2002,0.14159376,3,1,0.282979849,0.031646913,0.287237102,792,20,14708,1603,0.010334322
内蒙古自治区,2003,0.1470252,3,1,0.270879228,0.035361031,0.306621055,664,28,17168,2221,0.011868714
内蒙古自治区,2004,0.14148288,3,1,0.24081801,0.02867858,0.289084895,811,26,16758,1926,0.010759773
内蒙古自治区,2005,0.150654,3,1,0.27430076,0.031745811,0.332478313,656,21,15737,1766,0.010967396
内蒙古自治区,2006,0.15565368,3,1,0.295876892,0.032320708,0.344150286,779,24,11258,2170,0.012921034
内蒙古自治区,2007,0.1792854,3,1,0.309177672,0.038655725,0.369390674,1028,23,17143,3458,0.013852102
内蒙古自治区,2008,0.18319728,3,2,0.311459802,0.045661006,0.455080363,827,22,21642,2269,0.014386744
内蒙古自治区,2009,0.17456376,3,2,0.29686313,0.04058782,0.42302036,795,19,12174,2646,0.013767345
内蒙古自治区,2010,0.19845,3,2,0.376122285,0.044466692,0.45968958,1184,23,15926,3321,0.016754283
内蒙古自治区,2011,0.19345116,3,2,0.359877193,0.047588018,0.475590004,892,29,17926,1942,0.015815185
内蒙古自治区,2012,0.2017344,3,2,0.389777759,0.048482828,0.458582638,828,30,12747,2765,0.014802406
内蒙古自治区,2013,0.20451816,3,2,0.357450023,0.041703298,0.490219804,1088,30,22719,4035,0.015973745
内蒙古自治区,2014,0.22385328,3,2,0.399764649,0.046293978,0.478061065,940,42,18912,2565,0.018481007
内蒙古自治区,2015,0.209916,3,2,0.365092904,0.042118596,0.438336095,1110,45,20170,2606,0.016646639
内蒙古自治区,2016,0.235872,3,2,0.421165181,0.055984219,0.49592088,981,57,14302,2675,0.018707008
内蒙古自治区,2017,0.2304582,3,2,0.428314247,0.05637238,0.462057168,1271,65,19345,4069,0.018485052
内蒙古自治区,2018,0.229824,3,2,0.451228781,0.052674512,0.542694902,1254,146,21702,4460,0.017570701
内蒙古自治区,2019,0.25932816,3,2,0.441869252,0.062105204,0.616799062,1038,233,21866,3491,0.020167951
内蒙古自治区,2020,0.2391984,3,2,0.439774232,0.052066316,0.529537418,1320,216,18635,3489,0.019340899
内蒙古自治区,2021,0.2627772,3,2,0.470371188,0.065572109,0.546589715,1424,169,22693,5145,0.018774305
内蒙古自治区,2022,0.24805368,3,2,0.488434233,0.051868024,0.573710954,1393,141,27772,4644,0.019845003
内蒙古自治区,2023,0.27418692,3,2,0.478099732,0.068450765,0.62740822,1571,269,27508,3930,0.022893824
内蒙古自治区,2024,0.26419008,3,2,0.524628661,0.058293541,0.572882979,1295,237,27361,3106,0.019142458
辽宁省,1990,0.115668,3,0,0.22696375,0.028226462,0.282391855,636,18,10060,1514,0.009234107
辽宁省,1991,0.12860232,3,0,0.223082158,0.030468462,0.309372171,725,15,12684,1757,0.01030123
辽宁省,1992,0.1395576,3,0,0.2348987,0.03180727,0.298813755,834,14,14260,2285,0.011282235
辽宁省,1993,0.14585844,4,0,0.268374668,0.031897053,0.352948253,841,28,16189,1478,0.011290902
辽宁省,1994,0.15860712,4,0,0.264609545,0.033165542,0.35507376,791,21,14770,1732,0.011552716
辽宁省,1995,0.1729728,4,0,0.337406509,0.03853834,0.409625536,978,28,10554,1889,0.014077021
辽宁省,1996,0.18816,4,1,0.328031872,0.045843302,0.432034176,1093,21,21530,3575,0.01518048
辽宁省,1997,0.19837776,4,1,0.330728789,0.041985661,0.439982034,800,21,17665,3368,0.016165237
辽宁省,1998,0.20257776,5,1,0.353329376,0.049825013,0.503567796,827,28,17762,2498,0.015671994
辽宁省,1999,0.2215248,6,1,0.432468099,0.054074204,0.545870336,942,24,14706,4353,0.018157755
辽宁省,2000,0.2284968,6,2,0.388779689,0.05461759,0.469983643,1172,45,27030,3263,0.019124856
辽宁省,2001,0.24544296,6,2,0.42203917,0.055234484,0.550270844,1183,40,28768,3014,0.01985353
辽宁省,2002,0.25661328,7,2,0.470098421,0.059518884,0.588324436,1286,40,16596,3498,0.020944409
辽宁省,2003,0.2677752,7,2,0.511388151,0.056159154,0.56297058,1208,46,19656,3039,0.019673061
辽宁省,2004,0.26998272,7,2,0.464955241,0.062556346,0.655194065,1510,43,23710,3927,0.022935803
辽宁省,2005,0.278313,7,2,0.485730402,0.06437658,0.592945847,1257,37,22603,4309,0.023707099
辽宁省,2006,0.30187248,7,2,0.595785589,0.070256292,0.638324453,1633,33,18321,5597,0.02532667
辽宁省,2007,0.31239432,7,3,0.599984531,0.075502583,0.765694098,1297,43,19244,4164,0.023058271
辽宁省,2008,0.32107152,8,3,0.593554217,0.076948,0.70961622,1680,53,35753,5093,0.024898638
辽宁省,2009,0.32725224,8,3,0.579792794,0.072425829,0.775227831,1460,64,20428,6403,0.024938958
辽宁省,2010,0.3280536,8,3,0.626669857,0.06915862,0.737513701,1905,61,20459,3536,0.024604957
辽宁省,2011,0.34940472,8,4,0.657404981,0.07837672,0.741244643,1446,67,24870,4359,0.029651483
辽宁省,2012,0.36672384,8,4,0.665921597,0.083585531,0.782588675,1537,56,31040,6348,0.028375519
辽宁省,2013,0.36806616,8,4,0.676493333,0.0842301,0.905737207,1668,46,40529,4898,0.027339954
辽宁省,2014,0.3749928,8,4,0.701961522,0.080255959,0.782891218,2133,51,28079,7486,0.027454294
辽宁省,2015,0.3942834,8,5,0.754632142,0.085750725,0.900898141,1858,92,37421,7147,0.032748053
辽宁省,2016,0.42012432,9,5,0.795855504,0.096891171,0.927655505,2117,77,41996,4653,0.033511516
辽宁省,2017,0.41501124,9,5,0.816797455,0.097921902,0.923317007,1807,108,47630,4631,0.031922072
辽宁省,2018,0.41553456,9,5,0.754624612,0.100654936,0.927556245,2455,284,45319,4271,0.032566037
辽宁省,2019,0.45637956,10,5,0.766824149,0.093792845,1.06124221,2664,434,53065,5662,0.036507105
辽宁省,2020,0.4547088,10,5,0.787692054,0.102614135,0.963868979,2448,413,37593,7805,0.037199077
辽宁省,2021,0.47847492,10,5,0.833152429,0.115054079,1.158244239,2015,439,49832,9273,0.040225387
辽宁省,2022,0.46703664,10,5,0.827464383,0.099399408,0.982107998,2753,424,36395,5279,0.036718421
辽宁省,2023,0.4773258,10,5,0.898533997,0.11173481,1.080665611,2616,258,53324,8375,0.035824665
辽宁省,2024,0.5133744,10,5,0.903333594,0.111314971,1.135301817,2508,442,52660,7821,0.040928407
吉林省,1990,0.0898968,3,0,0.173683614,0.021337005,0.211886758,360,10,8213,963,0.006504547
吉林省,1991,0.10098396,3,0,0.174483452,0.022256865,0.214156684,595,12,6205,1544,0.00818475
吉林省,1992,0.10094112,3,0,0.189920717,0.021106788,0.217533161,429,16,7050,1239,0.008039528
吉林省,1993,0.11511864,3,0,0.193506759,0.027497814,0.233564209,665,18,12150,2261,0.008953599
吉林省,1994,0.12701976,3,0,0.229236795,0.027756993,0.289033464,726,22,13300,1315,0.010060691
吉林省,1995,0.1281798,4,0,0.253796004,0.026744715,0.282482643,630,25,11239,1898,0.009645713
吉林省,1996,0.13489728,4,0,0.235822928,0.030319513,0.291351145,671,24,15475,1912,0.011047509
吉林省,1997,0.14831208,4,0,0.270728871,0.03224008,0.355948992,637,24,12424,1612,0.012242315
吉林省,1998,0.15992424,5,0,0.318867611,0.033701635,0.356471131,846,28,15684,3121,0.013642452
吉林省,1999,0.17216052,5,0,0.340212142,0.036753689,0.420863607,914,31,11173,2230,0.013427783
吉林省,2000,0.1819944,5,0,0.36202326,0.045082743,0.411507538,832,35,17031,3097,0.013159495
吉林省,2001,0.19091772,5,0,0.357117959,0.042247228,0.383763709,1116,22,18437,1918,0.014379923
吉林省,2002,0.19313448,5,0,0.351176425,0.040254054,0.387138065,855,34,17099,3113,0.013867883
吉林省,2003,0.20821164,5,0,0.36741026,0.050703699,0.465654922,1155,30,21039,2852,0.014904087
吉林省,2004,0.21236544,5,0,0.38755277,0.050410246,0.439394714,1171,22,19082,3751,0.015506924
吉林省,2005,0.226338,5,0,0.384110675,0.046206903,0.501044431,1327,38,15381,2945,0.018388992
吉林省,2006,0.22868664,5,0,0.438781056,0.049762213,0.508679128,1034,42,13842,2913,0.01950599
吉林省,2007,0.23582664,5,0,0.434070374,0.052157778,0.514314319,1201,32,25822,3933,0.019820892
吉林省,2008,0.25627392,5,0,0.449265267,0.051636632,0.601218616,1409,36,20589,4988,0.019259351
吉林省,2009,0.24757068,5,0,0.477638113,0.059806887,0.509339538,1121,49,16806,2885,0.019801764
吉林省,2010,0.253008,5,0,0.445698893,0.059521397,0.599894618,1470,27,17710,4313,0.020271724
吉林省,2011,0.28446096,5,0,0.484247374,0.063958202,0.628516491,1399,44,19667,3749,0.022874319
吉林省,2012,0.27557376,5,1,0.533850674,0.055321432,0.600709461,1284,32,21959,5469,0.021318386
吉林省,2013,0.28712376,6,1,0.510151926,0.068153131,0.701974525,1536,40,27748,3379,0.021944459
吉林省,2014,0.29208312,6,1,0.496716554,0.071813016,0.586459092,1430,43,27749,3009,0.021658381
吉林省,2015,0.321489,6,1,0.609982512,0.067813282,0.650581215,1545,46,20289,4536,0.025638748
吉林省,2016,0.31912272,6,1,0.598206176,0.07208344,0.75370404,1630,79,32740,4460,0.026942164
吉林省,2017,0.33034932,6,1,0.564049441,0.077894718,0.737752619,1511,87,36088,5581,0.023636494
吉林省,2018,0.33362784,6,1,0.559538371,0.069571413,0.809964989,1436,281,31316,4629,0.024137021
吉林省,2019,0.34732152,6,1,0.59936117,0.072072689,0.735349122,1964,264,33497,6082,0.027470651
吉林省,2020,0.3572016,6,1,0.63987904,0.085389042,0.859034128,1769,186,26256,3650,0.029299716
吉林省,2021,0.35893368,6,1,0.64045733,0.072296422,0.814402573,2040,339,27211,4693,0.027352285
吉林省,2022,0.37760184,6,1,0.637203105,0.091190844,0.891989947,1797,336,35946,4437,0.027861621
吉林省,2023,0.37228884,6,1,0.691663026,0.090875706,0.930424269,2098,272,28098,4591,0.029946382
吉林省,2024,0.40312272,7,1,0.801905152,0.092355415,0.899165227,1866,241,32276,4345,0.032874658
黑龙江省,1990,0.0855288,2,0,0.161267403,0.018245431,0.208489279,377,12,6223,1029,0.006903885
黑龙江省,1991,0.09908052,3,0,0.183104104,0.024755268,0.207994782,566,15,7698,1023,0.00718079
黑龙江省,1992,0.10499328,3,0,0.198717281,0.021824428,0.218291528,605,17,11196,1782,0.00843846
黑龙江省,1993,0.11429964,3,0,0.191409987,0.025199642,0.260534599,530,18,13062,1696,0.00945454
黑龙江省,1994,0.12050472,3,0,0.205131168,0.025342143,0.277227134,707,14,14196,2284,0.009598201
黑龙江省,1995,0.1294902,3,0,0.247736334,0.026554555,0.26545491,595,22,10486,2083,0.00991192
黑龙江省,1996,0.14270592,3,0,0.281259098,0.032484862,0.340375025,705,26,16761,1663,0.011919206
黑龙江省,1997,0.144942,3,0,0.279834688,0.031570542,0.303530289,608,15,13265,1816,0.010613689
黑龙江省,1998,0.15363432,3,0,0.289954052,0.036945981,0.317347051,793,27,14428,1714,0.013157682
黑龙江省,1999,0.17485776,3,0,0.314306824,0.042469453,0.419361366,909,21,11499,2163,0.014541171
黑龙江省,2000,0.1738968,3,0,0.317860164,0.042616889,0.428725171,960,28,17457,1981,0.014665711
黑龙江省,2001,0.18735444,3,0,0.327957702,0.03935661,0.466868529,757,28,12359,3130,0.014137766
黑龙江省,2002,0.19854912,3,0,0.387481844,0.040324334,0.475207464,883,37,17576,2476,0.014833037
