timestamp,uav_id,pos_x_m,pos_y_m,pos_z_m,vel_x_ms,vel_y_ms,vel_z_ms,speed_ms,heading_deg,battery_pct,signal_strength_dbm,gps_lat,gps_lon,altitude_m,nearest_uav_distance_m,time_to_collision_s,restricted_zone_proximity_m,flight_zone_type,weather_condition,wind_speed_ms,conflict_label,risk_level
2025-06-30 02:00:29,UAV-2638,732.61,2131.54,139.95,3.22,9.42,-0.84,9.99,71.1,89.7,-67.8,30.147324,120.250123,139.9,243.17,24.32,4936.2,限飞区,晴,10.0,0,中危
2025-06-30 21:06:56,UAV-3200,2644.66,8897.13,373.78,2.28,3.37,0.22,4.07,56.0,73.4,-38.8,30.251623,120.075336,373.8,477.54,116.93,3171.4,适飞区,晴,0.7,0,低危
2025-06-05 20:16:10,UAV-8239,5516.80,4276.87,14.74,4.44,9.22,0.94,10.28,64.3,91.8,-57.3,30.350379,120.174753,14.7,32.06,3.11,1541.3,适飞区,晴,13.5,1,高危
2025-06-08 21:06:22,UAV-7658,9738.37,7494.78,463.62,0.25,2.97,0.19,2.98,85.2,50.0,-79.2,30.377346,120.234716,463.6,106.11,35.44,3675.3,限飞区,小雨,4.0,0,中危
2025-06-04 12:55:02,UAV-8711,2224.34,8165.87,235.55,-2.97,-3.03,1.68,4.56,225.6,34.3,-88.6,30.157939,120.098479,235.5,399.54,87.44,1395.6,适飞区,多云,10.2,0,低危
2025-06-11 00:07:56,UAV-5279,1785.68,9625.34,140.08,4.15,3.36,-0.12,5.34,39.0,66.5,-59.3,30.215559,120.172976,140.1,58.80,10.99,8.5,限飞区,小雨,5.5,1,高危
2025-06-22 10:39:20,UAV-3041,7197.54,3003.22,161.55,-4.30,-4.26,0.55,6.07,224.7,40.1,-82.4,30.226134,120.282109,161.5,226.22,37.18,3077.6,适飞区,晴,6.1,0,中危
2025-06-10 09:13:27,UAV-6279,4649.88,4421.60,114.71,-10.61,1.80,0.17,10.76,170.3,22.2,-59.1,30.289882,120.100556,114.7,341.22,31.69,3364.0,限飞区,小雨,12.1,0,中危
2025-06-02 07:30:39,UAV-2193,4554.16,8861.37,292.08,-2.92,-0.97,-0.96,3.23,198.4,49.0,-81.1,30.306287,120.267798,292.1,393.85,121.64,3892.1,适飞区,小雨,2.6,0,低危
2025-06-17 14:03:35,UAV-5082,9174.70,1213.59,75.34,-6.00,1.36,-0.81,6.21,167.3,79.2,-63.4,30.344502,120.267606,75.3,111.28,17.90,2229.6,适飞区,阴,11.2,1,中危
2025-06-09 07:53:40,UAV-5543,7658.14,5213.00,317.11,-1.58,-0.31,0.40,1.66,191.1,39.3,-73.7,30.195913,120.162046,317.1,29.79,17.85,3469.7,适飞区,小雨,1.0,1,中危
2025-06-18 14:26:03,UAV-4388,8328.91,3894.77,387.20,0.94,-0.33,0.96,1.38,340.6,55.5,-33.4,30.189584,120.116996,387.2,444.46,319.75,3.8,禁飞区,小雨,7.3,1,高危
2025-06-16 00:24:21,UAV-7624,7241.81,8405.06,460.58,-4.46,6.13,-0.15,7.59,126.0,92.1,-54.5,30.298900,120.025184,460.6,111.94,14.73,-31.8,禁飞区,晴,5.7,1,高危
2025-06-11 10:48:56,UAV-7211,2782.57,9512.04,216.57,2.87,-4.85,-0.00,5.64,300.6,95.9,-76.5,30.120586,120.287186,216.6,8.22,1.46,1236.4,适飞区,晴,9.3,1,高危
2025-06-16 21:07:36,UAV-4571,4650.34,2562.44,190.76,-1.64,-10.13,-1.59,10.38,260.8,76.1,-43.3,30.149130,120.093312,190.8,172.87,16.63,2879.0,适飞区,多云,5.9,1,中危
2025-06-03 18:44:53,UAV-4978,1019.01,7724.81,426.64,-2.05,-1.50,1.74,3.08,216.1,44.5,-64.3,30.211171,120.151788,426.6,83.48,27.03,32.2,禁飞区,多云,6.5,1,高危
2025-06-29 14:45:09,UAV-8135,1761.37,5217.47,328.72,-0.89,-8.38,-1.49,8.56,264.0,80.8,-62.1,30.347720,120.177742,328.7,77.81,9.08,4673.1,适飞区,晴,13.2,1,高危
2025-06-15 18:39:42,UAV-7209,3363.97,4943.07,169.26,-4.67,0.37,-0.04,4.68,175.5,65.7,-37.2,30.266737,120.154988,169.3,42.41,9.04,2032.1,适飞区,小雨,10.4,1,高危
2025-06-16 14:50:01,UAV-2524,2942.36,4044.01,129.22,4.04,-2.47,-0.82,4.81,328.6,62.0,-69.4,30.398989,120.165117,129.2,86.71,17.99,1533.1,适飞区,小雨,1.8,1,中危
2025-06-04 23:34:48,UAV-4033,1915.41,7386.05,145.48,-7.15,-4.51,-2.30,8.76,212.3,85.8,-72.2,30.208264,120.090680,145.5,246.21,28.08,227.6,适飞区,晴,8.3,0,中危
2025-06-05 20:55:48,UAV-9042,1025.88,122.65,149.33,-8.02,-4.52,0.12,9.21,209.4,97.1,-74.9,30.358517,120.034226,149.3,13.52,1.47,2885.1,适飞区,晴,2.3,1,高危
2025-06-10 02:15:07,UAV-7818,6063.18,7907.41,120.59,-5.42,-0.77,-1.86,5.78,188.1,99.2,-71.7,30.286308,120.182889,120.6,269.48,46.56,1038.9,适飞区,小雨,4.0,0,中危
2025-06-08 05:35:04,UAV-3564,26.76,4505.04,300.97,3.49,-0.93,0.70,3.68,345.1,75.1,-47.8,30.236209,120.206215,301.0,515.17,139.54,3125.3,限飞区,小雨,6.4,0,中危
2025-06-21 04:58:17,UAV-3330,714.10,1659.23,160.73,-0.04,-6.49,-0.12,6.49,269.6,73.5,-48.0,30.382803,120.150142,160.7,136.16,20.95,199.3,适飞区,多云,11.0,1,中危
2025-06-01 02:14:43,UAV-1339,9995.72,6722.82,142.06,2.50,8.13,0.42,8.52,72.9,55.0,-50.9,30.374822,120.054447,142.1,176.05,20.64,2458.6,限飞区,多云,7.1,1,中危
2025-06-11 21:06:54,UAV-3634,3298.04,6936.74,151.23,8.63,-3.09,-1.05,9.22,340.3,41.7,-70.6,30.391055,120.121253,151.2,144.55,15.65,3288.3,限飞区,晴,6.2,1,中危
2025-06-12 19:48:31,UAV-8242,7599.91,2035.58,279.12,-1.71,4.82,-0.47,5.14,109.5,74.4,-82.7,30.391944,120.182662,279.1,54.70,10.63,2754.2,适飞区,多云,1.4,1,高危
2025-06-30 03:29:07,UAV-3522,4983.76,7166.03,259.35,-1.39,9.38,0.74,9.52,98.4,61.9,-67.0,30.376560,120.152472,259.3,422.93,44.40,-22.4,禁飞区,多云,5.1,1,高危
2025-06-09 00:18:46,UAV-5891,8374.76,5799.23,333.37,-0.46,3.60,-0.81,3.72,97.3,56.2,-70.1,30.328862,120.113163,333.4,540.17,144.70,48.1,禁飞区,小雨,8.6,1,高危
2025-06-25 13:02:20,UAV-8749,7052.28,8114.09,199.18,-4.78,-7.94,1.16,9.34,238.9,18.1,-59.9,30.277054,120.260910,199.2,414.60,44.33,2629.8,适飞区,晴,0.2,0,中危
2025-06-28 20:09:04,UAV-8692,7815.25,2650.23,315.40,-0.70,-1.64,0.25,1.80,246.7,42.9,-49.5,30.260087,120.286242,315.4,197.13,109.06,2439.7,适飞区,晴,9.3,0,低危
2025-06-22 09:14:47,UAV-2480,4339.71,984.43,320.54,3.77,-3.89,-0.75,5.47,314.1,18.9,-42.2,30.188010,120.112452,320.5,31.46,5.75,2829.6,适飞区,阴,2.5,1,高危
2025-06-28 12:39:43,UAV-4945,4976.67,5831.57,123.77,-10.15,-3.59,-0.85,10.80,199.5,71.7,-36.1,30.239576,120.086289,123.8,158.20,14.64,4726.2,适飞区,晴,9.6,1,高危
2025-06-09 14:54:19,UAV-4263,9993.74,8533.35,62.26,-3.46,3.20,-0.44,4.74,137.3,16.9,-40.2,30.218742,120.002429,62.3,400.60,84.41,4868.0,限飞区,晴,12.5,0,中危
2025-06-25 07:38:51,UAV-6772,2190.05,1901.32,132.81,7.43,0.30,-1.71,7.63,2.3,72.9,-81.8,30.129149,120.188237,132.8,8.04,1.05,166.8,限飞区,晴,11.0,1,高危
2025-06-10 10:47:26,UAV-3877,2007.95,7865.13,439.47,-3.93,4.41,-0.08,5.90,131.7,92.7,-33.3,30.390215,120.088542,439.5,408.66,69.11,-3.2,禁飞区,多云,2.1,1,高危
2025-06-28 21:46:43,UAV-7511,9672.70,8045.88,189.23,2.97,0.21,-0.16,2.98,4.1,60.6,-62.7,30.301849,120.201702,189.2,175.68,58.75,44.0,禁飞区,多云,10.1,1,高危
2025-06-20 17:20:58,UAV-4626,6476.52,6354.04,237.49,-2.19,-6.90,0.23,7.24,252.4,18.2,-30.2,30.134836,120.070440,237.5,154.24,21.27,1855.1,适飞区,多云,8.8,1,中危
2025-06-29 13:41:06,UAV-9017,6156.52,9390.53,147.07,1.02,-1.28,-0.65,1.76,308.5,52.8,-75.8,30.208806,120.294278,147.1,91.56,51.64,3224.1,适飞区,晴,6.0,0,中危
2025-06-04 14:05:42,UAV-4475,6417.04,5971.46,20.47,0.86,-3.64,0.91,3.84,283.2,20.8,-44.1,30.162147,120.064785,20.5,407.58,105.74,737.8,适飞区,晴,4.2,0,低危
2025-06-05 17:16:51,UAV-3858,1099.26,8664.48,74.58,4.59,-5.54,1.37,7.32,309.6,65.1,-89.1,30.179610,120.038028,74.6,109.28,14.90,317.8,适飞区,晴,11.7,1,高危
2025-06-04 14:32:14,UAV-1710,7272.43,9087.52,332.86,-2.29,6.81,3.55,8.01,108.6,87.0,-64.4,30.132389,120.213720,332.9,117.24,14.62,1610.6,适飞区,阴,1.0,1,高危
2025-06-21 18:35:45,UAV-6327,3809.04,5973.92,154.50,3.52,-5.30,-0.04,6.36,303.6,82.4,-83.1,30.296414,120.263312,154.5,160.30,25.15,-7.0,禁飞区,小雨,6.2,1,高危
2025-06-13 13:46:06,UAV-6120,4267.64,6651.08,193.41,6.50,9.27,1.72,11.45,55.0,22.9,-84.2,30.321639,120.243531,193.4,162.55,14.18,2807.9,限飞区,晴,10.1,1,高危
2025-06-28 21:48:27,UAV-1842,9683.99,6004.10,182.31,3.87,-3.05,-0.33,4.94,321.7,70.8,-76.5,30.132466,120.253612,182.3,91.63,18.53,2870.5,限飞区,多云,12.7,1,中危
2025-06-27 19:39:43,UAV-1430,6089.95,6578.31,349.80,3.93,0.72,0.18,4.00,10.4,44.8,-79.1,30.142975,120.197203,349.8,14.43,3.60,4859.1,限飞区,多云,11.2,1,高危
2025-06-14 14:21:10,UAV-7062,3116.37,3243.83,471.29,-11.25,-8.53,-1.18,14.16,217.2,28.2,-44.7,30.114929,120.024474,471.3,117.08,8.26,3035.4,适飞区,多云,4.1,1,高危
2025-06-04 11:27:07,UAV-5640,6782.18,5931.34,268.20,-1.27,3.29,0.33,3.55,111.0,32.4,-33.3,30.330205,120.229248,268.2,68.34,19.22,2486.9,适飞区,多云,2.6,1,中危
2025-06-23 07:32:35,UAV-6802,720.75,8617.64,30.73,-0.16,11.19,0.26,11.20,90.8,88.3,-55.5,30.272020,120.212850,30.7,108.15,9.65,104.3,适飞区,晴,2.6,1,高危
2025-06-15 22:58:23,UAV-2443,4367.12,1058.63,223.48,-1.64,1.18,1.14,2.32,144.2,33.8,-43.3,30.122914,120.189967,223.5,151.26,64.88,3881.1,适飞区,晴,10.9,0,低危
2025-06-27 04:15:06,UAV-3399,2559.68,1734.99,84.91,-6.01,0.11,-0.40,6.03,178.9,95.9,-52.3,30.239186,120.169121,84.9,173.25,28.69,4410.2,限飞区,晴,13.0,1,中危
2025-06-05 14:04:30,UAV-8245,6313.85,7963.30,299.80,-1.17,1.57,-0.27,1.98,126.7,46.3,-72.8,30.293400,120.293211,299.8,18.93,9.50,1922.4,限飞区,晴,6.7,1,高危
2025-06-21 06:20:38,UAV-8792,5013.67,9577.22,230.76,0.33,3.56,-1.77,3.99,84.7,98.5,-84.9,30.293838,120.011743,230.8,245.94,61.48,2620.3,限飞区,阴,5.5,0,中危
2025-06-13 13:49:21,UAV-1857,7892.27,6473.05,42.30,6.24,4.21,-0.34,7.54,34.0,70.8,-35.6,30.361984,120.100009,42.3,174.81,23.16,1749.1,适飞区,多云,1.9,1,中危
2025-06-03 09:35:24,UAV-6381,8131.85,6701.16,416.19,7.84,-0.54,-1.52,8.00,356.1,59.7,-51.2,30.227022,120.108548,416.2,90.07,11.25,1071.0,适飞区,晴,2.9,1,高危
2025-06-05 02:18:54,UAV-2657,5076.90,5397.71,371.94,-7.26,-1.22,0.99,7.43,189.6,65.8,-80.7,30.154254,120.207854,371.9,196.03,26.35,3605.9,适飞区,晴,6.2,1,中危
2025-06-08 14:39:18,UAV-8355,2340.03,2391.68,483.14,-4.86,2.32,-2.11,5.79,154.5,31.5,-49.3,30.271126,120.132179,483.1,293.45,50.62,2514.5,限飞区,多云,14.5,0,中危
2025-06-26 19:08:55,UAV-5096,521.80,4805.91,191.89,7.22,-3.16,-0.51,7.90,336.3,22.1,-80.4,30.234796,120.154006,191.9,355.63,44.96,4552.5,适飞区,晴,13.3,0,中危
2025-06-14 01:25:32,UAV-7126,2357.78,9945.25,193.71,-0.26,11.38,0.41,11.39,91.3,86.3,-51.0,30.337414,120.041280,193.7,67.62,5.93,19.6,禁飞区,阴,11.4,1,高危
2025-06-20 00:57:05,UAV-1311,2559.24,8349.63,278.91,-0.87,-6.06,0.63,6.16,261.8,40.6,-87.1,30.225948,120.238170,278.9,122.17,19.81,4525.7,适飞区,晴,9.5,1,中危
2025-06-23 04:18:27,UAV-1025,6148.10,2405.64,214.12,2.65,-1.08,-0.36,2.89,337.8,97.8,-85.9,30.257818,120.152198,214.1,890.17,307.26,1952.3,限飞区,晴,0.7,0,中危
2025-06-12 08:47:01,UAV-6850,7885.20,3448.02,369.14,-5.95,-6.20,-0.08,8.59,226.2,18.8,-57.2,30.344053,120.052527,369.1,302.05,35.11,3476.9,适飞区,阴,12.2,0,中危
2025-06-25 14:02:18,UAV-4302,438.06,1994.70,30.53,-4.48,5.50,-0.49,7.11,129.1,99.1,-57.4,30.175994,120.225987,30.5,42.42,5.96,3904.2,适飞区,晴,4.1,1,高危
2025-06-14 12:47:28,UAV-7334,3390.37,1868.17,349.11,-6.01,6.61,-0.04,8.93,132.2,51.1,-64.2,30.398529,120.054137,349.1,69.56,7.78,1639.6,适飞区,晴,4.6,1,高危
2025-06-14 05:44:28,UAV-6759,4471.30,7268.14,456.69,2.06,-4.01,-0.71,4.57,297.2,69.4,-42.5,30.117207,120.201355,456.7,104.25,22.78,3749.5,适飞区,阴,14.3,1,中危
2025-06-20 21:50:28,UAV-1570,1262.30,2359.95,326.13,-7.91,9.31,0.57,12.23,130.4,53.2,-67.7,30.233182,120.023066,326.1,29.63,2.42,1571.9,适飞区,晴,3.7,1,高危
2025-06-24 05:31:33,UAV-7340,9135.43,1177.61,389.73,0.58,-0.99,-0.67,1.33,300.5,67.0,-48.4,30.399589,120.060054,389.7,29.17,21.80,863.3,适飞区,晴,15.0,1,中危
2025-06-28 10:42:22,UAV-2063,5499.97,2903.62,156.98,4.32,6.57,-0.19,7.86,56.7,45.7,-76.5,30.395540,120.237620,157.0,54.03,6.86,1804.5,适飞区,晴,7.0,1,高危
2025-06-05 19:56:05,UAV-2077,3092.91,9995.95,362.25,-2.94,-8.45,-0.28,8.95,250.8,85.0,-85.6,30.391714,120.192702,362.2,119.56,13.34,1722.6,限飞区,阴,11.5,1,高危
2025-06-17 01:53:07,UAV-9488,1530.15,1646.57,168.10,-1.16,-4.46,1.98,5.01,255.4,86.9,-75.0,30.290517,120.165252,168.1,26.75,5.32,2667.4,适飞区,阴,8.9,1,高危
2025-06-06 21:39:46,UAV-6531,8425.30,5636.18,414.37,-3.85,1.50,0.05,4.13,158.7,69.5,-55.4,30.295339,120.230088,414.4,107.77,26.01,2490.2,限飞区,晴,9.6,1,中危
2025-06-08 21:25:19,UAV-8430,729.73,599.13,225.41,-3.36,0.33,-0.68,3.45,174.3,76.1,-45.9,30.358233,120.292612,225.4,28.03,8.11,2808.3,适飞区,晴,3.6,1,高危
2025-06-15 07:09:06,UAV-1829,2902.12,3841.50,311.53,-2.69,0.11,2.00,3.35,177.7,28.6,-70.4,30.273306,120.093814,311.5,288.04,85.62,2573.6,适飞区,晴,13.2,0,低危
2025-06-03 12:32:29,UAV-4944,2151.44,3528.95,34.76,-10.34,0.33,-0.64,10.36,178.2,60.6,-39.2,30.229278,120.264737,34.8,260.03,25.07,1829.7,限飞区,多云,0.8,0,中危
2025-06-12 17:18:04,UAV-7329,5042.56,7644.04,147.06,-4.65,7.53,-0.10,8.85,121.7,25.1,-31.5,30.218171,120.238469,147.1,82.83,9.34,3774.8,适飞区,小雨,9.0,1,高危
2025-06-02 01:02:08,UAV-6456,8039.66,5193.33,82.98,2.15,-1.71,0.80,2.86,321.5,48.4,-53.0,30.352781,120.178117,83.0,141.58,49.38,2449.2,适飞区,晴,7.1,1,中危
2025-06-11 21:07:26,UAV-6040,7967.55,7253.24,347.14,-1.83,5.59,0.19,5.89,108.1,97.2,-43.0,30.332849,120.173290,347.1,255.60,43.33,852.6,限飞区,多云,2.2,0,中危
2025-06-02 18:44:07,UAV-4125,189.37,3136.92,84.20,-1.88,-4.78,0.35,5.15,248.6,89.2,-45.8,30.118684,120.041425,84.2,46.47,9.00,3311.1,适飞区,多云,4.7,1,高危
2025-06-30 17:21:34,UAV-6804,6758.69,8676.54,343.57,-11.11,1.30,-0.74,11.21,173.3,56.2,-32.6,30.183702,120.089550,343.6,567.70,50.58,3855.9,限飞区,小雨,10.4,0,中危
2025-06-16 11:35:59,UAV-5480,2877.89,5734.77,276.16,3.97,-3.05,-0.97,5.10,322.5,27.5,-87.5,30.386594,120.023709,276.2,515.43,100.83,3736.7,限飞区,小雨,3.0,0,中危
2025-06-30 17:44:17,UAV-3249,1092.27,7408.91,127.25,7.12,10.31,0.68,12.54,55.4,34.2,-76.0,30.130059,120.099088,127.2,127.88,10.19,687.3,限飞区,阴,6.1,1,高危
2025-06-29 15:30:41,UAV-4267,7559.11,2872.45,149.85,7.97,3.11,-0.42,8.57,21.3,77.8,-39.0,30.111189,120.276441,149.9,108.22,12.62,43.4,禁飞区,晴,15.0,1,高危
2025-06-16 05:59:47,UAV-5742,8767.43,92.67,288.30,-2.97,11.15,1.78,11.68,104.9,39.2,-30.7,30.262990,120.148174,288.3,557.94,47.74,-3.2,禁飞区,小雨,12.1,1,高危
2025-06-24 14:41:16,UAV-4050,140.84,3371.12,154.56,-1.50,-2.91,-1.09,3.45,242.8,49.5,-64.3,30.198378,120.120250,154.6,20.05,5.79,2387.3,限飞区,小雨,0.1,1,高危
2025-06-15 08:21:19,UAV-1187,2615.53,3595.52,125.79,-4.58,-2.76,-0.97,5.44,211.1,28.6,-48.8,30.376932,120.266340,125.8,293.80,53.93,3193.6,限飞区,晴,5.5,0,中危
2025-06-05 15:09:29,UAV-7121,4158.46,5492.35,240.71,-7.18,-1.72,0.15,7.39,193.5,79.2,-37.6,30.124561,120.134024,240.7,243.32,32.89,2820.8,适飞区,晴,12.4,0,中危
2025-06-07 18:34:09,UAV-3695,3281.18,5203.42,66.96,3.70,1.83,1.27,4.32,26.3,22.7,-59.4,30.342608,120.136030,67.0,144.00,33.29,288.7,适飞区,晴,10.1,0,中危
2025-06-01 12:16:52,UAV-1049,7458.04,5783.11,32.19,-1.02,1.50,2.33,2.96,124.0,20.9,-34.0,30.109520,120.122660,32.2,293.04,98.79,4891.7,限飞区,多云,5.6,0,中危
2025-06-15 12:24:05,UAV-9835,1329.90,8602.87,68.13,-0.43,4.99,-0.04,5.01,94.9,25.8,-31.3,30.350446,120.226854,68.1,767.85,152.95,3595.5,适飞区,多云,8.0,0,低危
2025-06-08 14:22:09,UAV-5516,1884.80,8752.08,385.09,7.20,1.48,-1.76,7.55,11.6,90.6,-75.6,30.120187,120.178183,385.1,118.28,15.64,4361.1,限飞区,小雨,11.1,1,中危
2025-06-08 17:13:48,UAV-1924,1401.36,9934.83,124.74,-7.75,5.67,-0.66,9.63,143.8,64.1,-43.6,30.345515,120.071071,124.7,417.91,43.37,2606.3,限飞区,多云,4.5,0,中危
2025-06-19 23:58:11,UAV-7999,5558.51,468.84,178.76,-3.04,-3.84,-1.53,5.13,231.6,49.7,-72.0,30.155164,120.161378,178.8,55.14,10.73,4287.7,适飞区,阴,12.1,1,高危
2025-06-18 13:26:35,UAV-9683,1340.93,2428.59,109.63,-1.18,-6.83,-1.80,7.16,260.2,87.0,-84.5,30.317375,120.057144,109.6,62.52,8.72,3014.6,限飞区,多云,2.8,1,高危
2025-06-24 21:35:13,UAV-8854,2088.89,9070.33,158.56,2.90,-1.87,0.61,3.50,327.2,78.5,-44.7,30.374332,120.208688,158.6,243.32,69.27,1196.7,适飞区,晴,11.6,0,低危
2025-06-18 20:22:19,UAV-5285,3596.45,8828.12,238.34,7.65,2.61,-1.51,8.22,18.8,79.7,-70.8,30.160938,120.093877,238.3,9.36,1.14,24.1,禁飞区,晴,3.9,1,高危
2025-06-19 23:26:18,UAV-3497,1961.92,2300.19,289.20,0.17,6.32,0.85,6.38,88.5,79.9,-60.7,30.317067,120.221878,289.2,123.54,19.33,1760.9,限飞区,阴,10.8,1,中危
2025-06-30 17:41:03,UAV-9584,338.24,8466.97,473.14,-1.58,-4.18,-1.48,4.71,249.3,50.1,-39.4,30.169430,120.212151,473.1,1.84,0.39,1866.0,适飞区,晴,9.9,0,高危
2025-06-18 17:26:00,UAV-1274,5294.18,2747.41,488.96,9.11,0.98,-0.83,9.20,6.2,92.3,-83.6,30.128894,120.044669,489.0,42.62,4.63,4076.1,适飞区,晴,11.9,1,高危
2025-06-13 14:36:15,UAV-4700,2999.75,8280.62,49.50,-8.05,7.23,-0.08,10.82,138.0,17.7,-65.7,30.213151,120.142802,49.5,202.53,18.70,413.4,限飞区,多云,9.7,0,中危
2025-06-28 03:57:33,UAV-1697,2297.66,9012.73,349.22,-3.63,-1.62,1.35,4.20,204.0,38.8,-57.4,30.297433,120.053806,349.2,379.99,90.28,1035.8,适飞区,阴,11.3,0,低危
2025-06-13 02:19:10,UAV-4939,5666.96,8494.42,341.75,-3.48,-4.76,-0.25,5.90,233.8,77.9,-42.6,30.306793,120.023528,341.7,273.66,46.27,488.4,适飞区,小雨,12.6,0,中危
2025-06-25 19:38:25,UAV-6347,296.26,2733.27,496.37,-4.68,0.28,0.99,4.79,176.6,72.8,-50.4,30.125708,120.185585,496.4,319.95,66.62,410.2,限飞区,阴,5.7,0,中危
2025-06-05 23:24:20,UAV-6909,1065.51,51.95,161.05,-1.92,-2.53,0.61,3.23,232.7,26.3,-78.8,30.234653,120.166422,161.1,104.86,32.35,1769.6,适飞区,多云,9.0,0,中危
2025-06-28 12:00:18,UAV-7779,3878.00,847.00,451.56,11.45,-7.76,-0.55,13.84,325.9,47.4,-81.7,30.190339,120.147937,451.6,13.07,0.94,2105.5,适飞区,晴,11.7,1,高危
2025-06-08 23:40:31,UAV-4203,4578.62,1354.90,13.32,-1.33,-7.61,1.17,7.81,260.1,47.3,-38.3,30.232067,120.129185,13.3,346.93,44.34,2972.0,限飞区,晴,4.8,0,中危
2025-06-07 15:20:11,UAV-7524,9687.25,2914.48,350.53,-6.54,0.37,0.05,6.55,176.8,84.4,-66.4,30.134166,120.169155,350.5,179.41,27.35,3408.6,适飞区,晴,14.3,1,中危
2025-06-23 06:28:51,UAV-5773,8312.82,691.59,425.42,4.85,2.09,-1.44,5.47,23.3,26.8,-71.8,30.175805,120.046243,425.4,110.03,20.07,2245.3,适飞区,晴,8.7,1,中危
2025-06-30 22:26:34,UAV-1602,7907.21,3595.29,448.80,-6.94,-1.64,1.47,7.28,193.3,70.9,-68.7,30.294100,120.013289,448.8,822.19,112.78,1998.1,限飞区,晴,14.5,0,中危
2025-06-01 03:16:14,UAV-9366,7468.53,5579.93,346.96,4.36,0.88,0.95,4.54,11.4,54.4,-49.2,30.307131,120.045223,347.0,1215.21,266.83,1477.2,适飞区,多云,1.7,0,低危
2025-06-05 11:19:21,UAV-8460,7842.70,5211.15,180.67,6.54,4.61,-0.36,8.01,35.1,18.8,-47.4,30.106776,120.102923,180.7,23.16,2.89,43.0,禁飞区,小雨,7.7,1,高危
2025-06-11 17:27:29,UAV-4798,7977.56,6297.60,101.33,0.55,-2.76,-0.84,2.94,281.2,77.7,-37.0,30.234873,120.128866,101.3,0.89,0.30,1391.7,适飞区,多云,8.7,1,高危
2025-06-18 05:23:20,UAV-4228,4575.50,2623.53,432.69,-7.03,-1.24,-1.13,7.23,190.0,64.9,-69.1,30.353655,120.185209,432.7,336.12,46.44,1487.2,限飞区,多云,10.1,0,中危
