timestamp,mission_id,drone_id,gps_lat,gps_lon,altitude_m,distance_to_base_m,velocity_x_ms,velocity_y_ms,velocity_z_ms,speed_ms,acceleration_ms2,heading_deg,ambient_temp_c,wind_speed_ms,wind_dir_deg,weather_condition,region_type,proximity_to_restricted_zone_m,mission_type,target_type,object_detected,detected_object_count,detection_confidence_avg,hover_duration_s,camera_active,recording_mode,battery_level_pct,power_consumption_w,flight_time_s,surveillance_pattern
2025-09-28 21:59:35,MIS-22009,DR-975,30.416267,120.300626,249.5,1152.2,4.39,1.07,-3.59,5.77,3.00,13.7,14.5,11.8,225.7,雾,商业区,294.5,环境监测,无人机,0,0,0.000,0.0,0,关闭,78.7,399.2,2369.0,盘旋
2025-04-06 01:23:03,MIS-86798,DR-199,30.220873,120.067603,180.1,1417.6,9.26,7.16,1.76,11.84,4.88,37.7,16.8,12.8,274.9,晴,近郊区,7559.5,大型活动安保,无人机,1,10,0.723,0.0,0,关闭,97.3,168.2,1762.3,巡逻
2025-12-23 01:44:33,MIS-28836,DR-477,30.419982,119.963136,326.8,1337.9,4.62,-5.18,-2.28,7.30,0.89,311.7,19.0,4.5,343.0,阴,交通枢纽,9829.6,基础设施巡检,无特定目标,1,4,0.708,0.0,1,抓拍,30.2,199.4,3064.2,悬停
2025-06-02 20:27:55,MIS-64583,DR-813,30.039713,120.047291,196.3,893.2,-1.69,-7.27,-0.47,7.48,3.50,256.9,24.9,16.6,171.4,晴,水域周边,2335.6,交通监测,车辆,0,0,0.000,203.2,1,关闭,85.4,171.9,2357.6,巡逻
2025-06-18 09:43:04,MIS-55350,DR-310,30.357766,119.953145,68.8,4136.8,5.34,-7.79,-1.06,9.50,2.00,304.4,16.5,14.4,66.0,小雨,居民区,6979.8,大型活动安保,水域,1,2,0.740,0.0,1,抓拍,18.1,92.4,679.2,巡逻
2025-02-14 20:41:58,MIS-68785,DR-847,30.196547,120.101320,35.3,412.4,17.83,-7.56,-2.22,19.50,3.66,337.0,10.8,1.1,218.0,多云,城市核心区,4443.9,基础设施巡检,建筑物,1,6,0.914,0.0,1,抓拍,64.4,176.2,1951.8,返航
2025-10-16 04:13:21,MIS-41552,DR-817,30.214140,119.999737,138.6,6212.5,9.46,3.01,1.63,10.06,1.65,17.6,21.9,8.3,327.6,多云,水域周边,9135.0,安防巡查,无特定目标,1,14,0.983,0.0,1,抓拍,44.4,247.3,1937.6,巡逻
2025-01-06 22:26:50,MIS-76746,DR-554,30.304686,120.022720,109.3,2324.6,4.94,-3.20,-0.88,5.96,4.89,327.1,20.1,9.9,132.6,阴,工业园区,3442.9,基础设施巡检,车辆,1,9,0.762,80.5,1,连续录像,36.7,255.8,234.1,返航
2025-04-20 14:01:11,MIS-30769,DR-890,30.149867,120.199614,81.3,316.1,-13.75,0.31,1.38,13.82,0.42,178.7,34.2,7.8,34.0,雾,近郊区,507.2,大型活动安保,车辆,0,0,0.000,0.0,1,关闭,37.6,207.7,512.6,悬停
2025-07-01 19:31:19,MIS-66780,DR-542,30.326486,119.971876,236.4,1539.5,-3.65,11.38,-0.79,11.97,3.40,107.8,25.2,14.2,57.2,阴,工业园区,4986.1,大型活动安保,人员,1,5,0.873,0.0,0,关闭,46.5,243.4,2894.5,扫描
2025-07-23 02:50:17,MIS-42964,DR-675,30.133684,120.006231,77.6,1634.5,1.63,4.32,2.05,5.05,4.48,69.3,12.6,5.4,175.8,阴,商业区,3232.0,安防巡查,水域,1,3,0.897,0.0,1,抓拍,21.5,334.3,2651.4,返航
2025-02-23 15:30:22,MIS-58856,DR-971,30.055990,120.338536,384.8,5617.4,-1.07,9.73,1.72,9.94,1.73,96.3,30.9,8.1,54.2,小雨,工业园区,6486.4,环境监测,车辆,0,0,0.000,0.0,0,关闭,59.4,307.9,1576.2,悬停
2025-05-19 11:53:56,MIS-61838,DR-647,30.316106,120.209274,22.2,7368.7,6.96,5.69,-0.11,8.99,2.99,39.3,1.7,10.8,160.1,晴,水域周边,37.4,应急响应,建筑物,1,1,0.693,241.0,1,连续录像,70.3,278.7,623.5,追踪
2025-03-21 08:50:25,MIS-81704,DR-585,30.025327,120.153478,118.7,6250.5,-7.57,-12.03,2.20,14.38,2.19,237.8,22.9,16.1,327.1,阴,商业区,2777.7,应急响应,植被,0,0,0.000,0.0,1,连续录像,51.8,199.8,424.4,悬停
2025-10-27 19:58:50,MIS-58950,DR-965,30.059069,119.986860,27.6,7675.5,5.97,8.93,0.82,10.77,2.40,56.2,21.9,5.2,335.7,晴,交通枢纽,3922.8,大型活动安保,无特定目标,1,6,0.922,203.3,0,关闭,87.8,147.9,1725.4,巡逻
2025-07-11 04:15:09,MIS-20091,DR-481,30.285242,120.330672,60.4,3504.2,12.52,4.61,-1.73,13.46,2.82,20.2,22.9,7.0,261.3,晴,水域周边,1062.9,大型活动安保,车辆,0,0,0.000,0.0,0,关闭,47.1,205.0,2275.0,巡逻
2025-06-10 15:37:44,MIS-98630,DR-360,30.409882,120.118504,213.5,2937.0,9.83,-9.40,0.49,13.61,3.23,316.3,1.2,7.8,17.8,晴,商业区,6803.0,大型活动安保,车辆,1,0,0.682,261.8,1,连续录像,49.2,371.5,1878.7,悬停
2025-04-01 02:47:40,MIS-87667,DR-822,30.272720,120.002154,365.5,1280.2,8.87,3.11,-1.17,9.47,1.99,19.3,36.4,1.2,351.0,多云,水域周边,1811.3,基础设施巡检,水域,1,7,0.740,0.0,1,连续录像,26.7,203.1,1269.5,悬停
2025-12-04 00:31:01,MIS-91913,DR-811,30.025660,119.928208,292.0,763.3,10.19,-2.67,0.84,10.56,1.28,345.3,3.2,4.4,8.3,多云,近郊区,2173.7,环境监测,植被,1,5,0.887,0.0,1,关闭,66.0,90.2,445.6,巡逻
2025-12-12 21:56:04,MIS-28700,DR-561,30.262984,120.003941,231.2,1992.7,0.10,3.37,2.52,4.21,1.53,88.3,5.4,0.1,92.6,晴,城市核心区,2390.6,环境监测,人员,0,0,0.000,0.0,0,连续录像,79.5,292.1,2366.4,追踪
2025-04-12 10:58:29,MIS-91029,DR-314,30.250068,120.118474,48.1,6145.8,-2.52,1.91,-0.59,3.22,2.37,142.9,3.5,15.1,190.6,晴,近郊区,7250.5,交通监测,建筑物,0,0,0.000,286.1,0,关闭,24.7,354.7,2329.3,悬停
2025-05-03 14:01:55,MIS-21790,DR-381,30.382907,119.934754,176.2,5831.7,-3.64,-6.30,1.56,7.44,3.92,239.9,37.5,16.4,332.2,晴,近郊区,7404.8,环境监测,水域,0,0,0.000,0.0,1,抓拍,25.2,322.2,2833.5,悬停
2025-02-03 15:56:55,MIS-42515,DR-556,30.177806,120.214713,137.6,4291.3,8.48,10.69,-1.21,13.70,1.41,51.6,32.7,10.6,263.9,雾,城市核心区,4392.6,交通监测,车辆,1,13,0.654,0.0,1,连续录像,87.5,146.0,2898.5,巡逻
2025-10-27 18:59:18,MIS-54285,DR-240,30.142144,120.208965,132.3,1975.8,10.25,-1.42,1.72,10.49,1.85,352.1,28.2,11.4,94.3,小雨,居民区,4617.2,基础设施巡检,车辆,1,6,0.685,0.0,1,关闭,37.1,159.7,1062.8,悬停
2025-04-14 23:52:28,MIS-30815,DR-107,30.130480,120.177755,346.3,1775.4,3.25,-13.49,1.08,13.92,1.56,283.5,28.1,14.1,261.4,小雨,商业区,2256.3,安防巡查,建筑物,1,4,0.941,0.0,0,关闭,84.7,251.0,744.7,悬停
2025-03-01 17:09:07,MIS-29039,DR-282,30.433181,120.149112,228.2,4273.6,-2.78,-0.32,1.42,3.13,2.40,186.6,30.3,17.4,301.6,雾,居民区,1818.6,应急响应,无人机,1,0,0.930,0.0,1,连续录像,90.3,184.3,2295.1,扫描
2025-10-01 17:11:11,MIS-36222,DR-399,30.353718,120.124792,172.9,1113.9,4.79,-10.80,-1.67,11.94,4.48,293.9,14.8,5.1,51.1,多云,交通枢纽,2257.3,基础设施巡检,水域,0,0,0.000,0.0,0,抓拍,70.4,58.0,1112.3,盘旋
2025-11-14 01:48:54,MIS-88321,DR-937,30.338949,120.329803,192.5,1652.7,-7.62,7.02,-1.10,10.42,3.27,137.3,3.5,3.9,280.4,雾,水域周边,2012.7,环境监测,水域,1,5,0.828,167.8,1,连续录像,11.3,283.4,1500.4,返航
2025-11-19 11:36:19,MIS-71284,DR-884,30.431163,120.074551,386.5,6210.4,-4.44,16.70,-1.18,17.32,3.36,104.9,10.6,16.2,19.4,晴,商业区,9912.7,基础设施巡检,无特定目标,0,0,0.000,93.0,1,抓拍,61.4,157.9,657.1,悬停
2025-09-02 09:18:18,MIS-61015,DR-130,30.294116,120.143192,155.8,682.0,-0.19,3.09,0.38,3.12,4.50,93.5,35.8,12.4,165.5,晴,工业园区,2839.6,环境监测,植被,1,5,0.818,0.0,1,关闭,51.3,193.6,128.4,待命
2025-07-20 15:03:21,MIS-47312,DR-632,30.322248,119.988809,71.1,5038.1,9.66,-2.66,-1.36,10.11,4.32,344.6,37.3,15.7,349.6,晴,城市核心区,6400.4,大型活动安保,植被,1,10,0.699,0.0,1,关闭,76.0,137.5,1071.0,追踪
2025-09-19 07:55:58,MIS-52402,DR-803,30.221899,120.176167,347.9,3395.1,-5.75,7.36,1.21,9.42,3.22,128.0,33.6,10.0,191.6,晴,商业区,686.5,环境监测,人员,1,15,0.739,0.0,1,关闭,16.2,328.0,3083.9,悬停
2025-07-04 21:41:27,MIS-17167,DR-823,30.197964,120.214727,215.8,7156.1,-8.44,5.16,0.38,9.90,0.80,148.6,-3.0,12.4,357.6,雾,工业园区,7784.3,交通监测,建筑物,1,7,0.786,0.0,1,连续录像,22.6,374.3,3101.1,巡逻
2025-05-20 02:49:40,MIS-80245,DR-168,30.007975,120.229023,53.7,1234.6,9.27,-8.49,0.65,12.59,0.27,317.5,4.8,11.3,6.4,多云,交通枢纽,8405.0,交通监测,车辆,1,2,0.944,0.0,1,关闭,90.5,219.4,3540.9,巡逻
2025-08-24 07:07:38,MIS-65574,DR-459,30.225804,120.071207,153.8,2831.6,-7.44,-8.50,-1.94,11.46,4.13,228.8,11.4,1.5,186.9,雾,居民区,3170.3,应急响应,无人机,1,2,0.816,0.0,1,抓拍,76.5,181.5,1655.2,巡逻
2025-06-27 16:30:56,MIS-39577,DR-691,30.211187,120.196834,50.6,2519.4,0.93,3.04,0.45,3.21,2.87,72.9,32.6,12.6,313.9,晴,商业区,7569.4,应急响应,建筑物,1,14,0.618,155.0,1,抓拍,67.2,97.2,3097.5,扫描
2025-03-19 02:23:56,MIS-53355,DR-628,30.418679,120.174310,164.0,7853.5,9.85,-2.01,0.97,10.10,0.43,348.5,31.4,2.5,280.2,晴,近郊区,8268.8,大型活动安保,人员,1,7,0.842,0.0,1,连续录像,21.6,278.0,2358.6,巡逻
2025-06-14 03:18:03,MIS-11529,DR-800,30.246367,119.977873,272.7,4483.2,-1.28,-7.40,-1.11,7.59,1.34,260.2,-2.0,14.1,106.7,小雨,水域周边,8016.2,应急响应,车辆,1,12,0.651,185.1,1,抓拍,50.5,139.2,3112.6,追踪
2025-11-17 11:16:55,MIS-58081,DR-869,30.397275,120.138793,40.0,6225.1,9.49,-1.06,0.20,9.56,4.00,353.6,14.6,2.7,11.0,阴,工业园区,2234.1,应急响应,车辆,1,7,0.809,0.0,1,关闭,82.3,110.0,454.5,扫描
2025-04-20 06:31:11,MIS-14700,DR-175,30.213926,120.066438,321.8,1928.0,-3.95,-11.10,0.09,11.78,1.83,250.4,21.3,1.1,6.4,雾,居民区,5628.7,大型活动安保,水域,1,15,0.869,0.0,1,抓拍,75.9,160.6,911.5,巡逻
2025-06-28 04:01:26,MIS-12725,DR-278,30.436765,120.099793,201.1,5206.6,-15.03,-14.19,-2.98,20.88,4.84,223.3,13.1,13.6,212.1,晴,水域周边,6151.2,应急响应,植被,0,0,0.000,0.0,1,关闭,36.5,234.6,1207.7,悬停
2025-05-28 21:24:48,MIS-35794,DR-870,30.253568,120.167596,31.2,7866.9,13.53,-6.10,1.02,14.88,3.97,335.7,25.5,18.0,352.9,晴,居民区,7735.1,安防巡查,建筑物,0,0,0.000,0.0,0,抓拍,84.8,51.6,976.9,巡逻
2025-06-05 13:47:03,MIS-15159,DR-858,30.403134,120.087208,52.8,4986.5,-12.78,4.67,-0.18,13.61,0.67,159.9,3.8,4.6,29.9,晴,交通枢纽,174.7,安防巡查,水域,0,0,0.000,0.0,1,抓拍,63.8,275.7,3332.5,悬停
2025-11-10 19:47:27,MIS-63699,DR-856,30.103063,120.199441,58.6,4019.0,-1.07,10.80,1.21,10.92,1.59,95.7,0.7,12.6,339.0,阴,城市核心区,5836.2,安防巡查,水域,1,7,0.982,0.0,1,关闭,36.4,191.1,2000.5,悬停
2025-08-16 18:47:56,MIS-74760,DR-325,30.192006,120.247936,293.4,3487.8,-1.07,7.14,0.67,7.25,1.46,98.5,0.4,7.9,181.0,雾,商业区,2991.3,安防巡查,水域,1,9,0.790,0.0,1,抓拍,16.4,257.3,191.1,巡逻
2025-12-04 09:15:12,MIS-79776,DR-964,30.045099,120.173725,211.5,5678.7,4.60,-2.82,-0.62,5.43,1.60,328.5,-0.3,2.1,133.2,阴,城市核心区,755.8,大型活动安保,人员,0,0,0.000,0.0,0,抓拍,87.1,91.0,1170.6,巡逻
2025-02-04 06:42:38,MIS-53899,DR-877,30.337179,120.108462,185.6,7400.0,0.78,1.61,-1.22,2.17,4.19,64.1,21.3,5.1,50.5,晴,商业区,3754.0,应急响应,无人机,0,0,0.000,86.3,1,抓拍,62.7,320.0,714.2,扫描
2025-07-25 10:21:03,MIS-61295,DR-983,30.167513,120.294734,123.5,2068.2,2.26,-9.28,0.39,9.56,1.94,283.7,-3.1,9.6,60.5,晴,近郊区,2277.3,环境监测,建筑物,1,7,0.952,0.0,0,抓拍,82.5,313.0,2835.0,巡逻
2025-02-22 18:55:14,MIS-78944,DR-709,30.105817,120.160922,88.5,1841.1,3.40,-0.61,-0.58,3.50,4.22,349.9,15.7,10.2,194.2,晴,水域周边,6346.0,交通监测,无特定目标,0,0,0.000,0.0,1,抓拍,41.9,163.2,63.3,巡逻
2025-05-12 06:31:02,MIS-85721,DR-972,30.124862,120.176372,74.7,2034.2,7.07,5.87,1.82,9.37,3.67,39.7,8.5,11.6,202.7,小雨,水域周边,8987.3,应急响应,植被,0,0,0.000,193.7,0,关闭,67.0,344.3,1568.0,悬停
2025-03-15 02:42:19,MIS-27217,DR-674,30.312544,120.340399,227.9,2594.7,-1.49,-1.45,-1.09,2.35,4.98,224.3,24.3,2.6,344.4,晴,水域周边,9351.9,安防巡查,无人机,1,2,0.624,0.0,1,连续录像,76.0,268.1,2328.5,扫描
2025-07-24 05:53:56,MIS-62471,DR-375,30.274485,120.318751,157.6,2574.3,-13.77,-3.41,0.79,14.21,0.70,193.9,30.7,15.6,285.5,晴,工业园区,628.4,应急响应,建筑物,1,4,0.911,0.0,0,关闭,99.1,332.2,2638.7,追踪
2025-01-24 18:49:21,MIS-15725,DR-539,30.052781,120.198120,309.0,1768.6,-10.87,10.77,-1.29,15.36,2.77,135.3,-0.9,5.1,100.9,阴,交通枢纽,5914.3,环境监测,无特定目标,1,5,0.908,294.7,1,关闭,51.7,369.2,3307.4,悬停
2025-02-01 20:49:19,MIS-78820,DR-441,30.194027,119.983783,37.4,1076.2,2.29,12.60,0.99,12.84,3.25,79.7,0.6,4.1,210.4,小雨,工业园区,6209.3,安防巡查,无特定目标,0,0,0.000,0.0,1,连续录像,97.3,294.2,2623.5,巡逻
2025-05-01 04:16:10,MIS-39469,DR-559,30.189596,119.995904,280.5,249.7,8.05,-4.57,-2.45,9.58,1.92,330.4,29.4,0.8,285.3,雾,交通枢纽,7859.3,大型活动安保,无人机,0,0,0.000,0.0,1,连续录像,89.8,135.6,612.8,追踪
2025-07-19 22:18:22,MIS-20166,DR-223,30.257548,120.104479,101.1,2302.7,1.22,-4.68,-0.64,4.88,2.85,284.6,31.0,5.1,160.8,小雨,商业区,5292.0,安防巡查,水域,1,4,0.812,0.0,0,连续录像,95.4,57.2,269.2,巡逻
2025-07-02 17:46:16,MIS-18946,DR-345,30.227500,119.967247,244.5,3786.4,-2.19,-8.92,-0.71,9.21,3.27,256.2,4.0,4.0,358.6,小雨,商业区,5097.9,环境监测,植被,1,4,0.607,64.0,1,连续录像,50.3,378.1,1839.7,悬停
2025-10-16 06:50:34,MIS-64861,DR-836,30.447540,120.219760,38.3,607.6,15.79,-1.20,-0.88,15.86,3.91,355.6,31.1,6.9,196.3,小雨,近郊区,1542.1,应急响应,水域,0,0,0.000,0.0,0,抓拍,76.7,355.2,410.7,追踪
2025-09-18 07:24:19,MIS-50322,DR-250,30.178411,120.291166,370.7,7671.5,0.06,3.65,2.77,4.58,1.50,89.0,9.0,11.7,174.3,晴,城市核心区,5700.3,安防巡查,无人机,0,0,0.000,0.0,1,抓拍,17.5,252.8,1898.6,巡逻
2025-06-02 09:13:30,MIS-39235,DR-694,30.421970,120.032737,23.0,3669.7,-5.47,0.78,1.47,5.72,3.11,171.9,29.9,13.6,300.9,晴,城市核心区,5281.7,大型活动安保,水域,1,3,0.837,151.3,0,连续录像,52.6,323.6,3021.5,巡逻
2025-05-14 12:31:24,MIS-88374,DR-425,30.339715,120.043898,173.0,4128.4,-2.06,2.69,-0.85,3.49,0.31,127.5,36.3,5.7,18.6,多云,商业区,3588.0,环境监测,建筑物,1,9,0.602,44.8,1,连续录像,61.4,246.1,3075.4,巡逻
2025-05-18 12:41:19,MIS-21570,DR-114,30.320426,120.323892,230.4,4762.5,-2.79,2.88,1.43,4.26,2.06,134.1,12.8,9.2,185.6,多云,城市核心区,9882.5,环境监测,无特定目标,1,15,0.618,0.0,1,连续录像,46.8,82.5,2816.1,悬停
2025-02-05 14:49:56,MIS-46026,DR-780,30.196997,120.036817,138.4,4703.0,-11.67,0.56,0.05,11.68,3.64,177.3,17.3,12.4,239.7,多云,城市核心区,9835.7,交通监测,建筑物,1,12,0.688,0.0,1,抓拍,38.9,200.0,753.1,追踪
2025-04-06 16:10:09,MIS-89435,DR-201,30.444474,119.909688,364.0,5571.0,10.65,-9.91,2.10,14.70,4.81,317.1,-3.4,2.3,313.9,小雨,工业园区,9074.3,基础设施巡检,建筑物,1,9,0.602,0.0,0,关闭,59.9,176.6,3149.2,追踪
2025-05-14 01:29:34,MIS-50697,DR-800,30.250809,120.206571,27.9,2668.7,6.09,12.95,-1.39,14.38,3.50,64.8,-4.2,2.1,101.4,多云,交通枢纽,1841.6,应急响应,车辆,0,0,0.000,0.0,0,抓拍,20.8,143.7,3374.8,巡逻
2025-08-15 20:59:25,MIS-59822,DR-115,30.192761,120.295519,289.0,6703.1,-0.94,4.53,-1.00,4.74,1.62,101.7,7.9,2.6,288.8,晴,交通枢纽,1373.8,安防巡查,人员,1,7,0.821,208.4,1,抓拍,88.6,237.0,1435.0,悬停
2025-12-24 07:47:46,MIS-12754,DR-218,30.169799,120.004445,120.4,5180.4,11.63,-4.52,1.45,12.57,4.62,338.8,18.5,12.2,80.2,多云,水域周边,8957.8,应急响应,水域,1,14,0.603,0.0,1,抓拍,50.9,85.4,968.4,巡逻
2025-10-27 00:02:43,MIS-36745,DR-220,30.284831,120.187814,352.3,2585.4,3.39,8.58,0.34,9.23,5.00,68.4,30.4,7.5,358.6,多云,交通枢纽,9121.4,交通监测,车辆,1,7,0.935,0.0,1,抓拍,65.9,194.2,2059.4,悬停
2025-02-07 19:36:24,MIS-82187,DR-374,30.443670,119.927163,221.9,6090.8,-3.06,11.83,4.09,12.88,4.57,104.5,1.4,10.4,173.0,晴,商业区,8020.7,环境监测,建筑物,1,1,0.985,0.0,1,连续录像,27.8,394.4,3210.0,扫描
2025-06-14 21:18:09,MIS-81322,DR-101,30.145231,120.230916,219.7,7173.1,7.57,-11.86,-0.79,14.09,3.68,302.6,33.1,9.0,335.1,阴,交通枢纽,6735.4,大型活动安保,车辆,1,2,0.740,53.4,0,连续录像,45.0,160.7,811.9,巡逻
2025-04-27 11:18:09,MIS-37256,DR-182,30.226473,119.961229,87.0,713.6,7.10,18.45,-2.77,19.96,2.42,68.9,2.2,12.7,161.4,多云,交通枢纽,2877.6,大型活动安保,植被,0,0,0.000,150.0,0,抓拍,33.1,254.9,2723.7,待命
2025-04-16 09:04:10,MIS-70545,DR-309,30.270041,120.101839,79.2,7463.9,-9.43,8.68,-1.27,12.87,2.10,137.4,15.0,1.9,231.8,晴,城市核心区,1805.3,安防巡查,建筑物,1,7,0.866,0.0,0,关闭,73.6,89.1,1914.1,巡逻
2025-02-04 23:52:24,MIS-91538,DR-764,30.094095,119.975363,397.4,3412.1,7.31,-4.06,-0.52,8.38,4.38,331.0,33.5,2.2,166.1,多云,水域周边,9614.4,应急响应,建筑物,0,0,0.000,0.0,1,抓拍,27.5,367.0,69.8,巡逻
2025-12-18 22:07:19,MIS-12052,DR-116,30.363713,120.139161,85.4,1818.8,-2.94,10.74,-1.15,11.20,0.19,105.3,23.2,4.9,338.2,晴,商业区,22.4,应急响应,无特定目标,0,0,0.000,176.8,0,连续录像,60.3,208.9,1796.6,巡逻
2025-10-03 06:31:00,MIS-14600,DR-446,30.141792,120.106925,324.3,2224.3,8.56,-2.27,-2.39,9.17,3.84,345.1,11.3,13.6,244.3,多云,工业园区,1459.4,环境监测,无特定目标,1,2,0.832,0.0,1,抓拍,31.2,112.1,1146.8,悬停
2025-09-06 15:03:47,MIS-57529,DR-731,30.237489,120.106566,389.4,5541.3,0.04,-2.57,-0.58,2.63,3.44,270.9,-4.0,2.1,289.2,晴,城市核心区,9667.0,交通监测,建筑物,0,0,0.000,15.5,1,关闭,37.1,339.7,1669.0,悬停
2025-09-25 20:15:57,MIS-58361,DR-970,30.301280,120.153147,279.2,4050.7,0.08,1.45,0.01,1.45,3.83,86.9,2.8,3.8,201.1,多云,居民区,44.2,环境监测,车辆,1,9,0.610,0.0,1,连续录像,60.3,206.5,2292.8,巡逻
